tweet,sentiment
"அளவற்ற பாசம் கூட நம்மை ஏமாற்றி விடுகிறது குற்றவாளி யார்? என்று நமக்கு  சொல்லாமல் 

"" அன்பான காலை வணக்கம் """,Sad
"சொந்த உருவாக்கமா? அன்பு,பாசம்,காதல்,வலி
அனைத்தும் ஒன்றன் பின் வருகிறது.👍",Happy
இசையமைப்பாளர் இமானுக்கு நெஞ்சார்ந்த வாழ்த்துக்கள்.அதுக்கு மேல அந்த தம்பியை முத்தமிட்டு அன்பை வெளிபடுத்தியதற்கு ஒரு நல்ல என்னங்கள் பாசம் உள்ளவரால் மட்டுமே இதை உனரமுடியும் நீங்கள் உனர்ந்திர்கள்.நான் கன்கலங்கினேன்.வாழ்த்துக்கள் அன்புள்ள சிவகார்த்திகையனுக்கு மனித நேயம்.மான்பு.நன்றி.,Happy
"அன்பு,பாசம் வைக்க எல்லாரலையும் முடியும்.ஆனா அதை உண்மையா வைக்க நம்ம நேசிக்கிற நம்மள நேசிக்கிறவங்காளல தான் முடியும்.😊🚶",Happy
"பூக்கள் என்றால் வாசம்…!
காதல் என்றால் நேசம்…!
அம்மா என்றால் பாசம்..!
ஆனால்…
நட்பு என்றால்
சுவாசம்…!!!
#நட்பு",Happy
"தேவைக்கு மட்டும்
நம்மல பயன்படுத்துனா
அதுக்கு பேரு ""பாசம்"" இல்ல
பக்கா ""சுயநலமே""....இதில்
முதலில் முந்துவது 

""பணமே""",Sad
"#அசுரஅர்க்கன் , #அசுரன்அர்க்கன்தனுஷ் , அவர்கள் மூன்று பேர்கள் கொண்ட கதா பாத்திரத்தை செய்ய இயலாதவன் கிடையாது இந்த #அசுரன் , 

காமெடி , காதல் , பாசம் மூன்றை படைத்தவன் தான் இந்த #அசுரன் ...

என்றும் நடிப்பில் ஒரு அரக்கனா இருக்க முடியும்

#அசுரஅர்க்கன் , #அசுரன்அர்க்கன்தனுஷ் , (2/2).",Happy
"கண்ணீரை தேக்கி முத்தாய் மாற்றி பரிசளிக்கும் சிப்பியை போலவே 

உனக்காக பல காலமாய் என்னுள் தேக்கி வைத்த பாசம்     நீ 
கண்மூடி உறங்கும் போதும்  காதல் உனக்கே.....
இனிய இரவு வணக்கம் .....",Happy
"*கண்ணீரை தேக்கி முத்தாய் மாற்றி பரிசளிக்கும் சிப்பியை போலவே* 

*உனக்காக பல காலமாய் என்னுள் தேக்கி வைத்த* *பாசம்    ""நீ*
*கண்மூடி உறங்கும் போதும்* 
*காதல் உனக்கே.....*
*#இனிய இரவு வணக்கம் .....*",Happy
"""காத்தோட உன் வாசம்
காடெல்லாம் ஒம் பாசம்

ஊத்தாட்டம் ஒன் நெனப்பே ஊறுதய்யா
சால்சாப்பு வேணாம் வந்து நில்லய்யா
சாவையும் கூறு போட்டு கொல்லய்யா""
- யுகபாரதி",Happy
அன்பு பாசம் எல்லாம் என் காதலன் கிட்ட இருந்து தான் காத்துகிட்டேன்....~  someone காதலி in இசையருவி...,Happy
வாழ்க்கையே வேஷம் தான் இதில் பாசம் என்ன நேசம் என்ன 😭😭😭,Sad
பாசம் என்பது நிலையானது கிடையாது அது எப்போ வேணாலும் மாறும் 😞,Sad
"பார்க்கும் போது ரசிக்கும்
கண்களை விட....,பார்க்காத
போதும் தவிக்கும் கண்களில்
தான் உண்மையான பாசம்
தெரியும்...!",Sad
😪😪😪யாரும் என் மேல பாசம் இல்ல #வலி பேபி,Sad
"தளபதி ஃபேன்ஸ் ரெக்கார்ட் பன்னிடலாம்னு முடிவு பன்டாங்கனு வெச்சுக்கோயே 😎🔥

நீ என்னதான் பேக் லைக், பெய்டு வீவ்ஸ்னு கதறனாலும் வேலைக்காகாது 😎🔥  

ஏன்னு கேள 😎  

ஏன்னா அவங்களுக்கு தளபதி மேல வெறித்தனமான பாசம் இருக்கு 🔥😎
#BIGILMostLikedIndianTrailer",Happy
"தளபதி ஃபேன்ஸ் ரெக்கார்ட் பன்னிடலாம்னு முடிவு பன்டாங்கனு வெச்சுக்கோயே 😎🔥

நீ என்னதான் பேக் லைக், பெய்டு வீவ்ஸ்னு கதறனாலும் வேலைக்காகாது 😎🔥  

ஏன்னு கேள 😎  

ஏன்னா அவங்களுக்கு தளபதி மேல வெறித்தனமான பாசம் இருக்கு 🔥😎
#BIGILMostLikedIndianTrailer",Happy
பாசம் வையுங்கள் தவறில்லை ஆனால் பைத்தியம் ஆகி விடாதீர்கள்,Sad
அப்பா பாசம் இப்போ தெரியாது பெரிய பையனா ஆன பிறகு பயபுலைக்கு தெரியும்  https://twitter.com/SanjaiJohn/status/1184484615404183552 …,Happy
"பாசத்துக்கு சட்டம் இல்ல
மீறுவது குத்தம் இல்ல 
பந்தம் உண்டு பாசம் உண்டு
சூச்சமத்த தெரிஞ்சிகிட்டா வழி குடுக்குற மின்சாரம்",Sad
ஆனால் கண்டிப்பா ஒரு மனிதன் காதல் செய்தே ஆக வேண்டும் அப்படி என்றால் தான் அந்த மனிதனுக்குள் இருக்கும் அன்பு பாசம் கோபம் திறமை மற்றும் தன்னை தானே அறிந்து கொள்ளும் அனைத்தும் கிடைக்கும் காதல் செய்க,Happy
அதுலாம் உண்மையான பாசம் நட்புயா மாப்ல ஆப்பியா இரு 💕,Happy
ஆனால் கண்டிப்பா ஒரு மனிதன் காதல் செய்தே ஆக வேண்டும் அப்படி என்றால் தான் அந்த மனிதனுக்குள் இருக்கும் அன்பு பாசம் கோபம் திறமை மற்றும் தன்னை தானே அறிந்து கொள்ளும் அனைத்தும் கிடைக்கும் காதல் செய்க🚶🚶🚶,Sad
அன்பினால் உண்டான உறவில் ஒருவர் பொய்யில் திளைக்க மற்றொருவர் அது அறியாமல் பாசம் கொள்வதும் ஒரு வகை மூடதனமே ✌✌✌,Happy
"Just now watching #SivappuManjalPachai 

Semma movie 🔥🔥🔥 
நம்ம வீட்டு பிள்ளையில என்ன அண்ணன் தங்கச்சி பாசம் இந்த படத்தில் அதுக்கும் ஒரு படி மேல பாசம் , சென்டிமென்ட் ,மாமன் மச்சான் உறவு இப்படி நெரைய சொல்லலாம் 🙏😍

என்ன ஒரு வருத்தம்னா படத்தை தியேட்டர்ல பார்க்காம விட்டுட்டேன் 😭",Happy
"ஹப்பா டா..
காதல், தந்தை மகள் பாசம், கர்ப்பிணியின் கேள்வி, தனக்கு தானே முத்தம்.❤️❤️❤️",Happy
"பூவே செம்பூவே..... ❤️❤️❤️❤️

Fav lyrics

நிழல் போல
நானும் ஆஆஆஆஹா….
நிழல் போல நானும்
நடை போட நீயும்
தொடர்கின்ற சொந்தம்
நெடுங்கால பந்தம்

 கடல் வானம்
கூட நிறம் மாறக் கூடும்
மனம் கொண்ட பாசம்
தடம் மாறிடாது",Happy
"பிடித்தது... மனதில் எதையும் வைக்காமல் வெளிப்படையாக பேசுவது😌பாசம் வைப்பது

பிடிக்காதது எதுவுமில்லை 😊",Happy
"உணரும் வரை 

உயிர், உணர்வு, காற்று, கடவுள், அன்பு, பாசம், நேசம், பசி, வலி, வேதனை, கோபம், சந்தோசம், துக்கம், மகிழ்ச்சி, வறுமை, கொடுமை, #காதல் இவை அனைத்தும் வெறும் வார்த்தையே https://twitter.com/itz_venkatesh/status/1184076835350446082 …",Sad
"@ILikeSlander அண்ணா சொன்னது கரெக்ட் தான்....

எப்பேர்ப்பட்ட காதல் வரிகளையும் கூட தெய்வீகமாக மாற்ற ஜேசுதாஸ் அவர்களால் தான் முடியும்.. (3/3)

#alexinwonderland Effect !!! 

#TamilLyrics",Happy
"இங்கே வாழ தெரிந்தவனிடம்
வாழ்க்கை இருப்பதில்லை..

ஒருவர் மேல் பாசம் காட்ட தெரிந்தவனிடம்
உண்மையானவர்கள் இருப்பதில்லை..

உழைக்க தெரிந்தவனிடம் காசு இருப்பதில்லை..

அன்பு தெரிந்தவனிடம் இடம் காதல் இருப்பதில்லை
வாழ்க்கையில்..??  pic.twitter.com/RPVShsU9S4",Sad
"பாசம் உள்ள மனிதனப்பா நான் மீசை வெச்ச குழந்தையப்பா.. 
படையப்பா படையப்பா 

ரஹுமான் மாம்ஜ் ராக்‌ஷ் 🔥🔥  pic.twitter.com/ITPcINUWh9",Happy
"எல்லா பிரச்சினை யும் முடிந்தது..
#சிம்பு அண்ணா அக்ரீமெண்ட் க்கு
ஓக் சொல்லிட்டாரு ,, #மாநாடு படம் ஷூட்டிங் எப்ப வேணும் ஆனாலும் தொடங்கலாம் 🔥
#STR #Maanaadu 💥
🤟எங்களுக்கு சிம்புவ எவ்ளோ பிடிக்கும்னு சொல்ல தெரியாது😇
💪ஆனா அவரு மேல வச்சுருக்க பாசம் வெறித்தனமா இருக்கும்💥💯 😍  pic.twitter.com/KiazsK3YCU",Happy
"சிட்டுக்கு செல்ல சிட்டுக்கு ஒரு சிறகு முளைத்தது 
ரத்ததில் வந்த சொந்தங்கள் அந்த உறவு முறிந்தது 
அன்னையும் இல்லை,தந்தையும் இல்லை கனவா வெறும் நினைவா 
நெஞ்சிலே வரும் பந்தமே  சிறுகதையா, தொடர்கதையா

பாசம் என்பதா வேஷம் என்பதா 
காலம் செய்த கோலம் 💓💓💓",Sad
"சில நபர்களுக்கு
பாசம்..
பாரமாக தெரிகிறது..",Sad
"அண்ணன் தம்பிக்குள்ள மனஸ்தாபம் வந்தா இப்படித்தான் வெளியில பேசுவாங்க, அதுக்காக அண்ணன் தம்பி இல்லன்னு ஆகிருமா இல்ல பாசம் தான் விட்டு போயிடுமா, விரைவில் @gvprakash இசையில் தளபதி படம் வரும், #வெறித்தனம் waiting",Happy
#BigilReview #Bigil படம் சூப்பர் . தளபதி உண்மையாக வெறித்தனமா இருகார் . அதிரடி பாசம் விளையாட்டு அழுகை எல்லாம் சரியான நேரத்தில் அட்லீ நமக்கு தருகிறார். படம் ரொம்ப சுவாரஸ்யமா இருந்தது. சின்ன சின்ன தொய்வும் இருந்தது காதல் கட்சிகளில். ஒட்டுமொத்தமாக சூப்பர்😎👍👏👌 #BigilFDFS,Happy
"என்னை விட்டொழியுங்கள் 
நான் யாருக்குமானவன் அல்ல
என்னை விட்டொழியுங்கள்.
நீங்கள் எதிர்பார்க்கும் எந்த அம்சமும் என்னிடத்தில் இல்லை.
அன்பு, கருணை, பாசம், காதல், நட்பு என்று எதுவுமில்லை.
என்னை...  https://www.facebook.com/story.php?story_fbid=831426760605499&id=100012145471824 …",Sad
"நானும் படித்துள்ளேன்.
ராவணன் சீதா காதல் பற்றி.
மொத்தம் 28 வகைகள் இருக்கு.
ராவணன் வரலாறே ஒரு சுவாரசியமான சிறப்பான வரலாறு.
சிவபக்தன்
நீதிமான்
மக்கள் குற்றம் குறை இல்லாமல் வாழ வழிவகுததவன்
பலசாலி
பாசம் மிகுந்தவன்
பாடகன்
சிறந்த வாத்தியக்கலைஞன்
தாயை மதிப்பவன்",Happy
"மங்கையவள் முத்தமிட்டாள் காதல் வேண்டி.....

தங்கையவள் முத்தமிட்டாள் பாசம் வேண்டி.....

மனைவியவள் முத்தமிட்டாள் மழலை வேண்டி.....

தமிழை நான் முத்தமிட்டேன் ..தமிழ் என் நாவிலே தவழ வேண்டி.....

                பார்த்ததில் பிடித்தது.",Happy
"அதிக பாசம் இருந்தா அத உங்களுக்குள்ளவே வச்சுக்கோங்க

அத திணிக்காதிங்க ஒரு நாள் அழுத்தம் பத்தமா வெடிச்சுரும்.. 😊😊..",Happy
"@dhanushkraja
#பணமா #பாசமா-னு கேட்டா எல்லாரும் #பாசம்-னு தான் சொல்லுவாங்க
ஆனால்
அந்த #பாசத்தோட அளவை
நிர்ணயம் செய்வதே
இங்க #பணம் தான்..!!! pic.twitter.com/VlzRCdq8Bo",Sad
"அப்பா மகள் பாசம் விஸ்வாசம் அளவுக்கு இல்லைனாளும் கடைசில நம்மல கண் களங்க வைக்கிது😭

இறங்கி அடிச்சு தொம்சம் பண்ணிற்காரு கார்த்தி அண்ணா 🔥

எனக்கு எங்கையுமே போர் அடிக்கல🤟

அதேமாதிரி காமெடி நல்லா இருக்கு குறிப்பா தீனா காமெடி பண்ணுறதுலாம் பார்க்க நல்லா இருந்துச்சு😂👌
#KaithiReview",Happy
"அன்றிலிருந்து இன்று வரை
என் மேல் பாசம் காட்டும்
நல்ல மணிதர் ரஜினி. சேரன்:
அனா அந்த பண்பு உங்கள்ட்ட
இல்லையே, அது ஏன் ஏன் சேரனே?",Sad
எங்க பாசம் எப்பவும் மாறாது. மாய உலகத்தில் இருந்து வெளிய வாங்க,Sad
அதுவும் காதல் திருமணத்தில் பிறந்த குழந்தைகளுக்கு தாத்தா பாட்டி உறவினர்  பாசம் என்பது எட்டா கனி,Sad
"தூக்கி எரிந்தாள் ஆனால் என் காதல் இன்னும் இருக்கு❣        

இன்னும் காதல் இருக்கு 
ஆசையும் இருக்கு ஆனால் 
உன் மீது அல்ல 
என் காதல் மீது மட்டுமே 
மிச்சம் உண்டு மீதி உண்டு 
அதில் நீ இல்லை ..!! 
என் காதல் உண்டு பாசம் உண்டு 
அதில் என் காதல் மட்டுமே மிச்சம் உண்டு
நீ இல்லை..!!",Sad
"இராவணன்,

சிறந்த புலமை
உடையவர்,

வீணை வித்தகர்,
இசைஞானியர், 
சிவத்தொண்டர்,

உற்றார் உறவினருடன்
பந்த பாசம் மிகுந்து வாழ்ந்தவர், 

மக்களை மதிக்கும்
ஒரு நல்ல அரசர்..
இலங்கை வேந்தர்!

அவரின் அரசவையின்
ஒரு காட்சி, படம்
சம்பூர்ண இராமாயணம்

 https://youtu.be/0W46Q0sQ1XQ ",Happy
"நக்கல் நையாண்டி கோபம் சிரிப்பு அழுகை வலி வேதனை அன்பு பாசம் காதல்' என அனைத்தும் ஒருசேர கதையில் தந்து அனைவரையும் பிரம்மிக்க வைத்து விட்டீர்கள். ""ஓத்த செருப்பு"" மட்டும் அல்ல உங்கள் கதையும் தனியாக தெரிகிறது. வாழ்த்துக்கள் @rparthiepan",Happy
#ஒத்த செருப்பு அற்புதமான படைப்பு... வாழ்த்துக்கள் ஐயா... தன்னை மறந்து தான் பார்வை உன் மீது விழாமல் உன்னை சுற்றி மட்டுமே விழுந்தது... நடுவில் 30 நிமிடம் படத்தை நான் எனது கங்களை திறக்காமல் பார்த்தேன்... பாசம் அன்பு அக்கறை கோவம் துணிச்சல்  வேகம் இறக்கம் அனைதையும் உன் பேச்சில்கண்டேன்,Happy
"#28YearsOfBlockBusterThalapathi
அன்பு, பாசம், காதல், பிரிவு, துரோகம், நட்பு, வலி, வேதனை
இப்படி ஒரு திரைப்படத்துக்கு தேவையான எல்லா அம்சமும் மிகச்சிறப்பா  பொருந்துன படம்னா
கண்டிப்பா அது #தளபதி தான்.
#தளபதி - இது வெறும் திரைப்படம் அல்ல 
""திரைக்காவியம்"" ❤️  https://twitter.com/Satheesh_2017/status/1191580378928074753/photo/1 pic.twitter.com/3KY283Qzv9 ",Happy
"நட்புக்கு எடுத்துக்காட்டாக...  தாய் பாசம்..  காதல்...  அருமையான திரை காவியம்..  தலைவரின் 
தளபதி  🔥
#thalapathimovie #தளபதி #28YearsOfBlockBusterThalapathi
#28YearsOfThalapathi #Rajinikanth #Rajini @rajinikanth @Rajni_FC @RajiniFC @rajinimandram2 @PudukkottaiRmm pic.twitter.com/DQtPpllOUt",Happy
"#கைதி Vera level movie! நொடிக்கு நொடி விறுவிறுப்பான கதை. ""அப்பா மகள்"" பாசம்...  
பின்னணி இசை சிறப்பு👍
நேரம் போவதே தெரியாத அளவிற்கு ஓர் படைப்பு. 👌
I am waiting for #Kaithi2
#Kaithi @Dir_Lokesh @Karthi_Offl
@SamCSmusic",Happy
உயிர் முன்று எழுத்து தான் அன்பு முன்று எழுத்து தான் பாசம் முன்று எழுத்து தான் இதற்கு எதற்கு பொய் எதற்கு உன்மை சொல் காதல் வாழும்,Happy
"அன்பு ஒன்று தான் அநாதை
பாசம் ஒன்று தான் பருப்பு சாதம்
காதல் ஒன்று தான் கறிக்குழம்பு😋",Happy
"இல்லை உடன்பிறப்பே

அன்பு பாசம் காதல் ஆசை காமம்
எல்லாமும் இதில் அடங்கும். 
#வாஞ்சை",Happy
இதை நான் இந்த ஆண்டுதான் பார்த்தேன் என்ன அருமையான படம். இதை இரசிக்க ஒரு இரசனை வேண்டும்.இளைஞனின் துடிப்பு.அவமானமத்தின் கோவம் விரக்தியின் வெளிப்பாடு தட்டிக்கேட்கும் துணிவு உறவுகளின் பாசம் காதல் அற்புதம்,Happy
"ஒத்த செருப்பு size7  படம் - ஒரு தனிமனிதனாக நடித்து இமாலய சாதனை படைத்த என் ஆர்.பார்த்திபன் சார். ஒரு தனி மனுஷனுக்குள்ள எவ்வளவு அன்பு, பாசம்,காதல்,கோவம்,நகைச்சுவை, வெகுளித்தனம்... யப்பா.. யப்பா.. யப்பா.. இன்னும்  சொல்லிகிட்டே போலாம்...... செம...செம...@rparthiepan",Happy
"கொட்டி தீர்க்கும் 
பாசம் 
காதல் என்னும் 
அன்பில் 
முத்தங்கள் தந்து
தீர்க்கபடுகிறது.  pic.twitter.com/dpJOxNiOPO",Happy
பாசம் வைக்க மட்டுமே தெரிந்த என் மனதிற்கு வெளிப்படுத்த தெரியவில்லை ஏனோ பல உறவுகள் விட்டு செல்கிறது என்னை 💔,Sad
"🌛அழகான இரவு வணக்கங்கள்🌛
💘காதல் 💘

அழகு வேண்டாம்
உன் ஆறுதல் போதும்
ஆடம்பரம் வேண்டாம் 
உன் அன்பு போதும்
பணம் வேண்டாம் 
உன் பாசம் போதும்
ஆசை வேண்டாம் 
உன் அக்கறை போதும்
உனக்கு நானும் எனக்கு நீயும் உறவாய் அல்ல
உயிராய் இருந்தால் அதுவே போதும் அன்பே 💘

அன்புடன் 
     💘மதன் மாலதி💘  pic.twitter.com/bXRNdySu8Y",Happy
"கண்டிப்பாகணா 
உயிர் பிரியும் போது கூட
பிரியாத உறவாக
நம் அண்ணன் தங்கை 
பாசம் 🍫🍫😍😍😍",Happy
"காமெடி, ஆக்‌ஷன், சோகம், பாசம், காதல், செண்டிமெண்ட்னு தலைவர் ஆல் டிபார்ட்மெண்ட் கலக்கி இருப்பார் 😍😍😍",Happy
"அண்ணண்
தம்பிகளின் ""பாசம் ""
""பங்காளி "" 
ஆகும் வரையில் ...😔",Sad
"பாசம் எனும் குழில 
விழுந்தேனே..😏",Sad
"#உரிமை கொண்டாடுவது அல்ல 
வாழ்க்கை உணர்ந்து வாழ்வதே 
#வாழ்க்கை..!!

#உணர்வுகள் #அன்பு #காதல் #பாசம்
#கவிதை #rammu24 pic.twitter.com/Yf5DVhJGuJ",Happy
"என் வாழ்வின் அனைத்து நாட்களிலும் இந்த குரலோடு நான் பயணித்திருக்கிறேன்.

என் மகிழ்ச்சி, சோகம், பாசம், காதல், தோல்வி, வெற்றி, கல்வி, போட்டி, இசை, தாய்மை, சகோதரி பாசம், தாய்ப்பாசம்,.............

சுசீலா அம்மையார். 

பாடலரசி. 

பிறந்த நாள் வாழ்த்துக்கள்.  pic.twitter.com/TumarqZHhT",Happy
"வாழத் தெரிந்தவனிடம் 
வாழ்க்கை இருப்பதில்லை.......

பாசம் தெரிந்தவனிடம்
உறவுகள் இருப்பதில்லை..........

அன்பு தெரிந்தவனிடம்
காதல்  இருப்பதில்லை.........

உழைக்க தெரிந்தவனிடம் 
காசு இருப்பதில்லை..........!!.. ❣❣❣❣❣❣❣  pic.twitter.com/XTu3OXTlSv",Happy
நான் காதலித்தேன் அவளும் காதலித்தால் எங்கள் காதல் ஜெயித்தது.... ஆனால் காதலர்கள் நாங்கள் தோற்க்கடிக்க பட்டுவிட்டோம் பாசம் எனும் சூழ்ச்சியால்..,Happy
"அப்பா பையன் பாசம் காதல் தோல்வி இராணுவம் திரும்ப குடும்பம் னு இப்படி ஒரே படத்துல எல்லா விசியத்தையும் காட்டிற்பாங்க ...

அப்பரம் சூர்யா னா மட்டும் தான் படம் முழுவதும் வருவாங்க...!
#11YrsOfInspirationalVaaranam1000",Happy
"கொல்லையில வாழ எல
கொட்டடியில் கோழி குஞ்சு
அத்தனையும் உன் மொகத்த சொல்லுதய்யா
ஆடும் மாடும் வெறும் வாய மெள்ளுதய்யா

காத்தோட உன் வாசம்
காடெல்லாம் ஒம் பாசம்

- யுகபாரதி ❤️👌
@singersaindhavi 💐 pic.twitter.com/pyAqO6mREE",Happy
"இவை எல்லாம் அடுத்தடுத்து நொடிப்பொழுதில் கடந்து செல்லும் கவிதை காட்சிகள். இருவருக்குள் இருக்கும் காதல், அன்பு , பாசம் ,சிறு குறும்புகள் என அனைத்தும் மாய நதியில் நம்மை அழைத்து செல்லும்.

""நெஞ்சமெல்லாம் வண்ணம் பல வண்ணம் ஆகுதே
கண்கள் எல்லாம் இன்பம் கூடி கண்ணீர் ஆகுதே",Happy
"#VIP in @SunTV . எத்தனை தடவை பாத்தாலும் சலிக்காது. 👌👌👌.  காதல், பாசம், மியூசிக், நடிப்பு எல்லாம் தரமா இருக்கும்.  @dhanushkraja @Amala_ams @Surbhiactress @anirudhofficial @Actor_Vivek @thondankani 👏👏👏",Happy
"பறவைகளில் அவள் மணி புறா
பாடல்களில் அவள் தாலாட்டு
கனிகளிலே அவள் மாங்கனி
காற்றினிலே அவள் தென்றல்....
பால்போல் சிரிப்பதில் பிள்ளை,
அவள் பனிபோல் அணைப்பதில் கன்னி,
கண்போல் வளர்ப்பதில் அன்னை,
அவள் கவிஞன் ஆக்கினால் என்னை....#tamillyrics 🔥",Happy
"💫✍சிலரது காதல் நிரந்தரமில்லை...❣
சிலரது நட்பு பொய்யாகும்.....🥀
சிலரது உறவுகள் பிரியும்.....💔
       ஆனால்
எந்த சூழ்நிலையும்  எப்பொழுதும் நிலையாக இருப்பது அன்பு பாசம் நேசம் மட்டுமே.....😊
அன்பு செய்வோம்...☺
பாசம் காட்டுவோம்...😌
நேசிப்போம்......💛 🃏🀄️🃏🀄️💙✌️",Happy
"பாசம் மீறி சித்தம் தாளம் போடுதே - உன் 
பக்தன் உள்ளம் நித்தம் ஏங்கி வாடுதே.. 
ஆசை வெட்கம் அறியாமல் ஓடுதே - என் 
அன்னமே உன் பின்னல் ஜடை ஆடுதே.. 
காதல் தெய்வீக ராணி.. 
போதை உண்டாகுதே நீ.. 
கண்ணே என் மனதை விட்டுத் துள்ளாதே.. 
கண்ணாலே பேசி பேசி கொல்லாதே...",Sad
"உயிர் பிழியும் பித்துநிலை, மார்சுரக்கும் பாசம், ஆழமான வேதனையை நமக்குள் குழிதோண்டி விதையாய் விதைக்கும் யதார்த்தம் மிகா காட்சிகள், வரிகளால் மனம் கவ்வும் இருள் என தலைமுறைகளின் பெருஞ்சோகத்தை நமக்கும் கடத்தும் பாட்டு

#அசுரன்",Sad
மலர் பாசம் போல ❤️,Happy
கொஞ்சம் பாசம் நிறைய அன்பு,Happy
"மறப்பதும்
முடியாம‌ல்
இறப்பதும்
மட்டுமே
காதல் இல்லை
மறக்காமல்
இருப்பதும்
இருக்கும் வரை
நினைப்பதும்
இறந்த பின்னர்
நிலைப்பதுமே
உண்மையான
#அன்பு
#பாசம்
#காதல்
இதெல்லாம்
இங்கு உள்ளவர்களுக்கு
எங்கே புரிய போகிறது.... ¡✍️🚶‍♂️🚶‍♂️",Sad
`விருதுகளைக் குவிக்கும் அரசுப் பள்ளி;ரூ.25 லட்சத்தை வாரி வழங்கிய கிராமம்!'- இது கரூர் மக்களின் பாசம் #Karur https://www.vikatan.com/social-affairs/education/karur-village-peoples-honored-government-school-teachers …,Happy
"காத்தோட உன் வாசம்
காடெல்லாம் ஒம் பாசம்💕💕",Happy
"அன்பு, அரவணைப்பு, பாசம், பரிவு, பொறுமை, பொறுப்பு, நிதானம், கருணை, கடமை, காதல், நேசம், தன்னலம் இன்மை, தியாகம் என அனைத்து நல்ல ஒழுக்கங்களும் நிரம்பி வழியும் நடமாடும் கடவுளே நம்முடைய அம்மா.

அன்னையை போற்றுவோம்!!

மாற்றத்தைநோக்கி......  pic.twitter.com/Hzvhn7bCk7",Happy
"மழைக்கால அணைக்கட்டாய்
மனதிற்குள் தளும்பிக்கொண்டிருக்கிறது
உன் மீதான காதல்

மறைத்துக் கொண்டிருக்கிறேன்
மகன் மேல் பாசம் காட்டத் தெரியா
முரட்டுத்தகப்பன் போல 

அத்தனை மதகுகளையும்
ஒரு சேரத் திறக்க 
வைக்கப் போகும்
உன் ஒற்றைப் பார்வைக்காக
காத்திருப்பேன்
காலம் முழுவதும்.",Happy
"ஒட்டிய கன்னங்கள் 
உலர்ந்த உதடுகள் 
கரிய நிறம்

இவற்றிற்குமேலாக  
பாசம் வழியும் கண்கள்

என் அம்மா 
அழகானவள்.",Happy
"உங்க மேல பாசம் வச்ச யாருக்கும் அப்படி நடந்துகாதிங்க

அந்த வலி என்னனு தான் தெரியும்ல உங்களுக்கு",Sad
"Chennai 28ல Tittle Card அப்போ SPB Voice Over ஒன்னு வரும்!! அது மாரி 

அன்பு பாசம் ஏமாற்றம் துரோகம் இசை.

கண்டிப்பா இன்னும் நிறைய Love பாக்கலாமா?ன்னு 

 இசை கலந்த அழகான வாழ்க்கையை காட்டி அது மாரி நம்ம வாழ்க்கைல தந்தையும் காதலும் இருந்திருக்கலாம்ன்னு ஏங்கி 

வா ர ண ம் ஆ யி ர ம்💕  pic.twitter.com/PGnG7dnx1P",Happy
"இசை பாடும் ஒரு காவியம்
இது ரவிவர்மாவின் ஓவியம்

பாசம் என்னும் ஆலயம்
உன்னை பாட வேண்டும் ஆயிரம்

#ilayaraaja #RMFav",Happy
"இன்னும் 3 தினங்களில் 
திரை அரங்கை நோக்கி வரும். 
எனை நோக்கி பாயும் தோட்டா
ரசிகர்களின் கனவு 
#காதல் #அன்பு #பாசம் #நட்பு அனைத்தும் மாறுபட்ட கதையில் வருகிறது..
#ENPTin3Days
#Enpt
Designer @Goshram63 pic.twitter.com/pnpRsEI88N",Happy
"பிரிந்து போன
ஒவ்வொரு
காதலுக்கும் பின்னும்
சொல்லபடாத 
ஒரு பாசம் இருக்கும் ,
அது பிரிந்த 
பின்னும் இருக்கும்.",Sad
"மனைவியின் காதல்
அன்னையின் பாசம்
தந்தையின் கண்டிப்பு
பிள்ளைகளின் எதிர்பார்ப்பு
எல்லாம் அன்பே
அன்பே நிலையானது🙂🙂🙂🙂",Happy
"ஒரே ஒரு அப்பா அம்மா வாழ்க்கைல நடந்ததா காட்டப்பட்டது இப்போது எல்லார் வாழ்க்கையிலும் எதாவது ஒரு தருணம் வந்து போகுது. தீபாவளி ,மூத்த மகன் திருமணம்,இளைய மகன் கல்லூரி காதல்,வீட்டை விட்டு போன மகன்.. தாய் தந்தை மேலோங்கிய பாசம். இவை தான் #14YrsOfDD @directorcheran சார்.",Happy
"*சிரித்தாலும்* போதுமே!
*செவ்வானம்* தோன்றுமே!
*பார்த்தாலும்* போதுமே!
*பழச்சாறு* ஊருமே!

படம் *நீதிக்கு பின் பாசம்*

நடிகர்கள் *எம்ஜிஆர் சரோஜாதேவி*

இசை *கேவி மகாதேவன்*
பாடல் *கண்ணதாசன்* 1963  pic.twitter.com/r1K6aA00J0",Happy
"@arrahman 
பார்வைக்கு உயிர் கொடுத்து 
என் உயிரை உருக்காதே......
கூந்தலில் கோலம் போட்டு
என் வானவில்லை அழிக்காதே....
இதழால் வால் எடுத்து 
என் வயதையும் கொள்ளாதே......💘💘
#tamillyrics #Trending pic.twitter.com/eIsU9vbEJ9",Happy
"என்னை மறக்காமல் 
எனக்கு தினமும் 
கால் பண்ணும் ஒரே ஜீவன் 
வோடபோன் காரன் தான்.. 😉😉
ரொம்ப பாசம்😍  pic.twitter.com/g5yvV0fu6Y",Happy
